"Date Printed: Wednesday, August 29, 2018 10:36:44 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,Race/Ethnicity,Cases,Rate per 100000
"Gonorrhea","2016","Kansas","Hispanic/Latino","322","95.7"
"Gonorrhea","2016","Kansas","White","1,470","66.1"
"Gonorrhea","2016","Kentucky","Asian","10","16.0"
"Gonorrhea","2016","Kentucky","Black/African American","2,258","632.7"
"Gonorrhea","2016","Kentucky","Hispanic/Latino","128","84.1"
"Gonorrhea","2016","Kentucky","White","1,934","51.3"
"Gonorrhea","2016","Louisiana","Asian","34","40.7"
"Gonorrhea","2016","Louisiana","Black/African American","8,304","554.9"
"Gonorrhea","2016","Louisiana","Hispanic/Latino","167","71.8"
"Gonorrhea","2016","Louisiana","White","2,139","77.5"
"Gonorrhea","2016","Maine","Asian","4","25.2"
"Gonorrhea","2016","Maine","Black/African American","52","284.4"
"Gonorrhea","2016","Maine","Hispanic/Latino","9","43.0"
"Gonorrhea","2016","Maine","White","359","28.8"
"Gonorrhea","2016","Maryland","Asian","54","14.0"
"Gonorrhea","2016","Maryland","Black/African American","5,810","328.6"
"Gonorrhea","2016","Maryland","Hispanic/Latino","212","37.0"
"Gonorrhea","2016","Maryland","White","1,143","36.6"
"Gonorrhea","2016","Massachusetts","Asian","89","20.3"
"Gonorrhea","2016","Massachusetts","Black/African American","767","163.9"
"Gonorrhea","2016","Massachusetts","Hispanic/Latino","605","79.7"
"Gonorrhea","2016","Massachusetts","White","1,529","30.6"
"Gonorrhea","2016","Michigan","Asian","49","16.7"
"Gonorrhea","2016","Michigan","Black/African American","6,495","471.0"
"Gonorrhea","2016","Michigan","Hispanic/Latino","318","65.4"
"Gonorrhea","2016","Michigan","White","2,380","31.7"
"Gonorrhea","2016","Minnesota","Asian","126","47.6"
"Gonorrhea","2016","Minnesota","Black/African American","1,818","573.3"
"Gonorrhea","2016","Minnesota","Hispanic/Latino","258","90.8"
"Gonorrhea","2016","Minnesota","White","1,719","38.7"
"Gonorrhea","2016","Mississippi","Asian","3","9.7"
"Gonorrhea","2016","Mississippi","Black/African American","4,861","435.9"
"Gonorrhea","2016","Mississippi","Hispanic/Latino","16","17.5"
"Gonorrhea","2016","Mississippi","White","817","47.9"
"Gonorrhea","2016","Missouri","Asian","26","21.9"
"Gonorrhea","2016","Missouri","Black/African American","6,450","913.9"
"Gonorrhea","2016","Missouri","Hispanic/Latino","239","96.5"
"Gonorrhea","2016","Missouri","White","3,446","70.9"
"Gonorrhea","2016","Montana","Asian","5","61.5"
"Gonorrhea","2016","Montana","Black/African American","18","318.2"
"Gonorrhea","2016","Montana","Hispanic/Latino","21","56.5"
"Gonorrhea","2016","Montana","White","433","48.4"
"Gonorrhea","2016","Nebraska","Asian","15","34.9"
"Gonorrhea","2016","Nebraska","Black/African American","807","909.8"
"Gonorrhea","2016","Nebraska","Hispanic/Latino","148","75.0"
"Gonorrhea","2016","Nebraska","White","767","50.6"
"Gonorrhea","2016","Nevada","Asian","102","43.5"
"Gonorrhea","2016","Nevada","Black/African American","1,075","443.9"
"Gonorrhea","2016","Nevada","Hispanic/Latino","610","75.0"
"Gonorrhea","2016","Nevada","White","917","62.5"
"Gonorrhea","2016","New Hampshire","Asian","4","11.6"
"Gonorrhea","2016","New Hampshire","Black/African American","23","138.1"
"Gonorrhea","2016","New Hampshire","Hispanic/Latino","23","50.4"
"Gonorrhea","2016","New Hampshire","White","308","25.4"
"Gonorrhea","2016","New Jersey","Asian","45","5.3"
"Gonorrhea","2016","New Jersey","Black/African American","3,166","273.6"
"Gonorrhea","2016","New Jersey","Hispanic/Latino","730","41.4"
"Gonorrhea","2016","New Jersey","White","1,045","20.7"
"Gonorrhea","2016","New Mexico","Asian","9","29.1"
"Gonorrhea","2016","New Mexico","Black/African American","235","600.6"
"Gonorrhea","2016","New Mexico","Hispanic/Latino","1,435","143.3"
"Gonorrhea","2016","New Mexico","White","700","87.3"
"Gonorrhea","2016","New York","Asian","475","28.0"
"Gonorrhea","2016","New York","Black/African American","10,037","347.8"
"Gonorrhea","2016","New York","Hispanic/Latino","4,016","107.8"
"Gonorrhea","2016","New York","White","5,736","51.7"
"Gonorrhea","2016","North Carolina","Asian","46","16.7"
"Gonorrhea","2016","North Carolina","Black/African American","12,150","566.1"
"Gonorrhea","2016","North Carolina","Hispanic/Latino","659","71.9"
"Gonorrhea","2016","North Carolina","White","3,243","50.6"
"Gonorrhea","2016","North Dakota","Asian","5","48.6"
"Gonorrhea","2016","North Dakota","Black/African American","125","714.7"
"Gonorrhea","2016","North Dakota","Hispanic/Latino","34","126.8"
"Gonorrhea","2016","North Dakota","White","378","58.2"
"Gonorrhea","2016","Ohio","Asian","52","21.6"
"Gonorrhea","2016","Ohio","Black/African American","10,550","733.3"
"Gonorrhea","2016","Ohio","Hispanic/Latino","304","73.3"
"Gonorrhea","2016","Ohio","White","4,872","52.6"
"Gonorrhea","2016","Oklahoma","Asian","18","21.7"
"Gonorrhea","2016","Oklahoma","Black/African American","2,467","848.5"
"Gonorrhea","2016","Oklahoma","Hispanic/Latino","574","144.8"
"Gonorrhea","2016","Oklahoma","White","2,646","101.7"
"Gonorrhea","2016","Oregon","Asian","81","47.0"
"Gonorrhea","2016","Oregon","Black/African American","405","551.3"
"Gonorrhea","2016","Oregon","Hispanic/Latino","528","103.1"
"Gonorrhea","2016","Oregon","White","2,712","87.9"
"Gonorrhea","2016","Pennsylvania","Asian","97","22.8"
"Gonorrhea","2016","Pennsylvania","Black/African American","7,039","512.5"
"Gonorrhea","2016","Pennsylvania","Hispanic/Latino","1,132","129.8"
"Gonorrhea","2016","Pennsylvania","White","2,689","27.1"
"Gonorrhea","2016","Rhode Island","Asian","30","82.2"
"Gonorrhea","2016","Rhode Island","Black/African American","123","203.2"
"Gonorrhea","2016","Rhode Island","Hispanic/Latino","146","96.0"
"Gonorrhea","2016","Rhode Island","White","298","38.2"
"Gonorrhea","2016","South Carolina","Asian","20","26.5"
"Gonorrhea","2016","South Carolina","Black/African American","5,420","407.9"
"Gonorrhea","2016","South Carolina","Hispanic/Latino","112","41.7"
"Gonorrhea","2016","South Carolina","White","1,712","54.8"
"Gonorrhea","2016","South Dakota","Asian","5","43.3"
"Gonorrhea","2016","South Dakota","Black/African American","120","801.4"
"Gonorrhea","2016","South Dakota","Hispanic/Latino","47","150.6"
"Gonorrhea","2016","South Dakota","White","296","41.6"
"Gonorrhea","2016","Tennessee","Asian","47","41.3"
"Gonorrhea","2016","Tennessee","Black/African American","6,734","607.1"
"Gonorrhea","2016","Tennessee","Hispanic/Latino","222","65.2"
"Gonorrhea","2016","Tennessee","White","2,996","61.0"
"Gonorrhea","2016","Texas","Asian","271","21.6"
"Gonorrhea","2016","Texas","Black/African American","14,829","458.7"
"Gonorrhea","2016","Texas","Hispanic/Latino","10,179","95.4"
"Gonorrhea","2016","Texas","White","9,319","78.8"
"Gonorrhea","2016","Utah","Asian","70","98.6"
"Gonorrhea","2016","Utah","Black/African American","183","582.2"
"Gonorrhea","2016","Utah","Hispanic/Latino","465","113.1"
"Gonorrhea","2016","Utah","White","1,226","51.8"
"Gonorrhea","2016","Vermont","Asian","3","29.7"
"Gonorrhea","2016","Vermont","Black/African American","13","172.6"
"Gonorrhea","2016","Vermont","Hispanic/Latino","5","43.4"
"Gonorrhea","2016","Vermont","White","101","17.3"
"Gonorrhea","2016","Virginia","Asian","2","0.4"
"Gonorrhea","2016","Virginia","Black/African American","6,303","395.0"
"Gonorrhea","2016","Virginia","Hispanic/Latino","286","37.9"
"Gonorrhea","2016","Virginia","White","1,395","26.5"
"Gonorrhea","2016","Washington","Asian","244","41.4"
"Gonorrhea","2016","Washington","Black/African American","1,165","431.7"
"Gonorrhea","2016","Washington","Hispanic/Latino","1,101","124.2"
"Gonorrhea","2016","Washington","White","3,836","76.6"
"Gonorrhea","2016","West Virginia","Asian","3","19.7"
"Gonorrhea","2016","West Virginia","Black/African American","307","469.4"
"Gonorrhea","2016","West Virginia","Hispanic/Latino","7","25.2"
"Gonorrhea","2016","West Virginia","White","486","28.5"
"Gonorrhea","2016","Wisconsin","Asian","36","23.0"
"Gonorrhea","2016","Wisconsin","Black/African American","3,162","868.2"
"Gonorrhea","2016","Wisconsin","Hispanic/Latino","260","68.1"
"Gonorrhea","2016","Wisconsin","White","1,367","28.9"
"Gonorrhea","2016","Wyoming","Asian","1","17.8"
"Gonorrhea","2016","Wyoming","Black/African American","12","164.9"
"Gonorrhea","2016","Wyoming","Hispanic/Latino","25","43.0"
"Gonorrhea","2016","Wyoming","White","139","28.2"
"Primary and Secondary Syphilis","2000","Alabama","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alabama","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alabama","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alabama","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alaska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alaska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alaska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Alaska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arizona","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arizona","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arizona","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arizona","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arkansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arkansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Arkansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","California","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","California","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","California","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","California","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Colorado","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Colorado","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Colorado","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Colorado","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Connecticut","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Connecticut","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Connecticut","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Delaware","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Delaware","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Delaware","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Delaware","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","District of Columbia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","District of Columbia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","District of Columbia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Florida","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Florida","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Florida","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Florida","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Georgia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Georgia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Georgia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Georgia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Hawaii","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Hawaii","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Hawaii","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Hawaii","White","0","0.0"
"Primary and Secondary Syphilis","2000","Idaho","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Idaho","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Idaho","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Idaho","White","0","0.0"
"Primary and Secondary Syphilis","2000","Illinois","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Illinois","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Illinois","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Illinois","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Indiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Indiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Indiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Indiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Iowa","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Iowa","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Iowa","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Iowa","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kentucky","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kentucky","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Kentucky","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Louisiana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Louisiana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Louisiana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Maine","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Maine","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Maine","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Maine","White","0","0.0"
"Primary and Secondary Syphilis","2000","Maryland","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Maryland","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Maryland","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Maryland","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Massachusetts","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Massachusetts","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Massachusetts","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Michigan","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Michigan","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Michigan","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Michigan","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Minnesota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Minnesota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Minnesota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Mississippi","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Mississippi","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Mississippi","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Missouri","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Missouri","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Missouri","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Missouri","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Montana","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Montana","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Montana","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Montana","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Nebraska","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Nebraska","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Nebraska","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Nebraska","White","0","0.0"
"Primary and Secondary Syphilis","2000","Nevada","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Nevada","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Nevada","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Nevada","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Hampshire","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","New Hampshire","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","New Hampshire","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","New Hampshire","White","0","0.0"
"Primary and Secondary Syphilis","2000","New Jersey","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Jersey","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Jersey","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Jersey","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Mexico","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Mexico","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Mexico","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New Mexico","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New York","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New York","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New York","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","New York","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Dakota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Dakota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Dakota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","North Dakota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Ohio","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Ohio","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Ohio","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Ohio","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oklahoma","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oklahoma","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oklahoma","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oklahoma","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oregon","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oregon","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oregon","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Oregon","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Pennsylvania","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Pennsylvania","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Pennsylvania","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Pennsylvania","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Rhode Island","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Rhode Island","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Rhode Island","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Rhode Island","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Carolina","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Carolina","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Carolina","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Carolina","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Dakota","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Dakota","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Dakota","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","South Dakota","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Tennessee","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Tennessee","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Tennessee","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Tennessee","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Texas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Texas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Texas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Texas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Utah","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Utah","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Utah","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Utah","White","0","0.0"
"Primary and Secondary Syphilis","2000","Vermont","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Vermont","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Vermont","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Vermont","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Virginia","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Virginia","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Virginia","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Virginia","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Washington","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Washington","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Washington","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Washington","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","West Virginia","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","West Virginia","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","West Virginia","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","West Virginia","White","0","0.0"
"Primary and Secondary Syphilis","2000","Wisconsin","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Wisconsin","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Wisconsin","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2000","Wyoming","Asian","0","0.0"
"Primary and Secondary Syphilis","2000","Wyoming","Black/African American","0","0.0"
"Primary and Secondary Syphilis","2000","Wyoming","Hispanic/Latino","0","0.0"
"Primary and Secondary Syphilis","2000","Wyoming","White","0","0.0"
"Primary and Secondary Syphilis","2001","Alabama","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alabama","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alabama","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alabama","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alaska","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alaska","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alaska","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Alaska","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arizona","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arizona","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arizona","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arizona","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arkansas","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arkansas","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Arkansas","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","California","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","California","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","California","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","California","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Colorado","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Colorado","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Colorado","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Colorado","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Connecticut","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Connecticut","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Connecticut","White","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Delaware","Asian","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Delaware","Black/African American","Data not available","Data not available"
"Primary and Secondary Syphilis","2001","Delaware","Hispanic/Latino","Data not available","Data not available"
