"Date Printed: Wednesday, August 29, 2018 11:11:24 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | Female | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Chlamydia","2000","Maine","23","All age groups","All races/ethnicities","Male","331",53.3,"621,447"
"Chlamydia","2009","Maine","23","All age groups","All races/ethnicities","Female","1,705",253.5,"672,463"
"Chlamydia","2016","Maine","23","All age groups","All races/ethnicities","Male","1,356",208.2,"651,257"
"Chlamydia","2016","Maine","23","All age groups","All races/ethnicities","Female","2,795",412.2,"678,071"
"Chlamydia","2001","Maine","23","All age groups","All races/ethnicities","Male","297",47.5,"625,437"
"Chlamydia","2001","Maine","23","All age groups","All races/ethnicities","Female","1,040",157.8,"658,858"
"Chlamydia","2007","Maine","23","All age groups","All races/ethnicities","Male","708",110.1,"643,304"
"Chlamydia","2009","Maine","23","All age groups","All races/ethnicities","Male","726",112.8,"643,426"
"Chlamydia","2004","Maine","23","All age groups","All races/ethnicities","Female","1,532",229.1,"668,791"
"Chlamydia","2004","Maine","23","All age groups","All races/ethnicities","Male","581",91,"638,436"
"Chlamydia","2007","Maine","23","All age groups","All races/ethnicities","Female","1,831",272.3,"672,445"
"Chlamydia","2002","Maine","23","All age groups","All races/ethnicities","Female","1,337",201.7,"662,901"
"Chlamydia","2002","Maine","23","All age groups","All races/ethnicities","Male","468",74.3,"630,280"
"Chlamydia","2006","Maine","23","All age groups","All races/ethnicities","Female","1,672",249.1,"671,254"
"Chlamydia","2012","Maine","23","All age groups","All races/ethnicities","Female","2,420",356.6,"678,624"
"Chlamydia","2015","Maine","23","All age groups","All races/ethnicities","Female","2,735",403.4,"678,071"
"Chlamydia","2006","Louisiana","22","All age groups","All races/ethnicities","Female","14,290",656.7,"2,175,901"
"Chlamydia","2006","Maine","23","All age groups","All races/ethnicities","Male","634",98.7,"642,225"
"Chlamydia","2003","Maine","23","All age groups","All races/ethnicities","Male","577",90.8,"635,683"
"Chlamydia","2012","Louisiana","22","All age groups","All races/ethnicities","Female","20,507",871.9,"2,352,104"
"Chlamydia","2012","Maine","23","All age groups","All races/ethnicities","Male","990",152.2,"650,264"
"Chlamydia","2015","Maine","23","All age groups","All races/ethnicities","Male","1,230",188.9,"651,257"
"Chlamydia","2008","Louisiana","22","All age groups","All races/ethnicities","Female","17,260",755.4,"2,284,795"
"Chlamydia","2008","Louisiana","22","All age groups","All races/ethnicities","Male","5,226",241.5,"2,164,011"
"Chlamydia","2016","Louisiana","22","All age groups","All races/ethnicities","Male","8,784",384.6,"2,283,809"
"Chlamydia","2016","Louisiana","22","All age groups","All races/ethnicities","Female","22,942",961.2,"2,386,915"
"Chlamydia","2014","Louisiana","22","All age groups","All races/ethnicities","Male","7,655",336.7,"2,273,370"
"Chlamydia","2001","Louisiana","22","All age groups","All races/ethnicities","Male","3,414",158,"2,160,415"
"Chlamydia","2001","Louisiana","22","All age groups","All races/ethnicities","Female","14,512",631,"2,299,985"
"Chlamydia","2005","Louisiana","22","All age groups","All races/ethnicities","Female","13,395",579.4,"2,312,023"
"Chlamydia","2010","Louisiana","22","All age groups","All races/ethnicities","Male","6,658",299.2,"2,225,367"
"Chlamydia","2011","Louisiana","22","All age groups","All races/ethnicities","Male","7,568",338.3,"2,237,299"
"Chlamydia","2011","Louisiana","22","All age groups","All races/ethnicities","Female","23,390",1000.4,"2,338,082"
"Chlamydia","2013","Louisiana","22","All age groups","All races/ethnicities","Male","7,481",330.5,"2,263,512"
"Chlamydia","2014","Louisiana","22","All age groups","All races/ethnicities","Female","21,297",896.5,"2,375,620"
"Chlamydia","2000","Louisiana","22","All age groups","All races/ethnicities","Female","14,300",620.2,"2,305,665"
"Chlamydia","2005","Louisiana","22","All age groups","All races/ethnicities","Male","3,583",164.1,"2,183,090"
"Chlamydia","2003","Louisiana","22","All age groups","All races/ethnicities","Male","3,808",175.7,"2,167,721"
"Chlamydia","2003","Louisiana","22","All age groups","All races/ethnicities","Female","17,046",739.4,"2,305,477"
"Chlamydia","2010","Louisiana","22","All age groups","All races/ethnicities","Female","20,564",886.5,"2,319,584"
"Chlamydia","2013","Louisiana","22","All age groups","All races/ethnicities","Female","21,258",899.2,"2,363,979"
"Chlamydia","2007","Louisiana","22","All age groups","All races/ethnicities","Male","3,758",176.5,"2,128,802"
"Chlamydia","2007","Louisiana","22","All age groups","All races/ethnicities","Female","15,334",683.1,"2,244,646"
"Chlamydia","2009","Louisiana","22","All age groups","All races/ethnicities","Male","6,841",312.9,"2,186,016"
"Chlamydia","2009","Louisiana","22","All age groups","All races/ethnicities","Female","20,719",899.5,"2,303,474"
"Chlamydia","2002","Louisiana","22","All age groups","All races/ethnicities","Female","14,758",641.4,"2,300,862"
"Chlamydia","2004","Louisiana","22","All age groups","All races/ethnicities","Male","4,016",184.4,"2,177,921"
"Chlamydia","2004","Louisiana","22","All age groups","All races/ethnicities","Female","17,549",759.9,"2,309,325"
"Chlamydia","2015","Louisiana","22","All age groups","All races/ethnicities","Female","23,351",978.3,"2,386,915"
"Chlamydia","2002","Kentucky","21","All age groups","All races/ethnicities","Female","7,043",337.1,"2,089,181"
"Chlamydia","2002","Kentucky","21","All age groups","All races/ethnicities","Male","1,706",85.2,"2,001,643"
"Chlamydia","2002","Louisiana","22","All age groups","All races/ethnicities","Male","3,525",162.9,"2,164,227"
"Chlamydia","2004","Kentucky","21","All age groups","All races/ethnicities","Female","5,027",237.8,"2,113,895"
"Chlamydia","2004","Kentucky","21","All age groups","All races/ethnicities","Male","1,433",70.5,"2,031,882"
"Chlamydia","2006","Louisiana","22","All age groups","All races/ethnicities","Male","3,372",163.5,"2,061,792"
"Chlamydia","2012","Kentucky","21","All age groups","All races/ethnicities","Female","12,366",555.8,"2,225,091"
"Chlamydia","2012","Louisiana","22","All age groups","All races/ethnicities","Male","6,846",304.1,"2,251,572"
"Chlamydia","2015","Louisiana","22","All age groups","All races/ethnicities","Male","8,974",392.9,"2,283,809"
"Chlamydia","2006","Kentucky","21","All age groups","All races/ethnicities","Female","6,336",294.6,"2,150,972"
"Chlamydia","2006","Kentucky","21","All age groups","All races/ethnicities","Male","2,580",124.9,"2,065,811"
"Chlamydia","2010","Kentucky","21","All age groups","All races/ethnicities","Male","4,488",209.9,"2,138,644"
"Chlamydia","2010","Kentucky","21","All age groups","All races/ethnicities","Female","11,859",536.8,"2,209,293"
"Chlamydia","2012","Kentucky","21","All age groups","All races/ethnicities","Male","4,851",224.8,"2,157,576"
"Chlamydia","2015","Kentucky","21","All age groups","All races/ethnicities","Female","12,140",540.5,"2,245,998"
"Chlamydia","2015","Kentucky","21","All age groups","All races/ethnicities","Male","5,273",242,"2,179,094"
"Chlamydia","2007","Kentucky","21","All age groups","All races/ethnicities","Male","2,605",124.8,"2,087,849"
"Chlamydia","2008","Kentucky","21","All age groups","All races/ethnicities","Female","8,622",394.3,"2,186,483"
"Chlamydia","2013","Kentucky","21","All age groups","All races/ethnicities","Male","4,989",230.4,"2,165,141"
"Chlamydia","2013","Kentucky","21","All age groups","All races/ethnicities","Female","12,086",541.2,"2,233,359"
"Chlamydia","2008","Kentucky","21","All age groups","All races/ethnicities","Male","3,508",167,"2,100,776"
"Chlamydia","2011","Kentucky","21","All age groups","All races/ethnicities","Male","4,577",213,"2,148,423"
"Chlamydia","2014","Kentucky","21","All age groups","All races/ethnicities","Male","5,194",239.1,"2,172,234"
"Chlamydia","2014","Kentucky","21","All age groups","All races/ethnicities","Female","12,404",553.7,"2,240,383"
"Chlamydia","2000","Kentucky","21","All age groups","All races/ethnicities","Female","6,466",312.4,"2,069,754"
"Chlamydia","2000","Iowa","19","All age groups","All races/ethnicities","Female","4,480",300.4,"1,491,405"
"Chlamydia","2007","Kentucky","21","All age groups","All races/ethnicities","Female","6,184",285.4,"2,166,664"
"Chlamydia","2005","Kentucky","21","All age groups","All races/ethnicities","Female","6,041",283.6,"2,130,392"
"Chlamydia","2005","Kentucky","21","All age groups","All races/ethnicities","Male","2,285",111.5,"2,049,263"
"Chlamydia","2003","Kentucky","21","All age groups","All races/ethnicities","Male","1,613",80.1,"2,013,100"
"Chlamydia","2003","Kentucky","21","All age groups","All races/ethnicities","Female","6,353",301.9,"2,104,591"
"Chlamydia","2009","Kentucky","21","All age groups","All races/ethnicities","Female","9,621",438.2,"2,195,633"
"Chlamydia","2016","Kentucky","21","All age groups","All races/ethnicities","Male","5,590",256.5,"2,179,094"
"Chlamydia","2016","Kentucky","21","All age groups","All races/ethnicities","Female","12,345",549.6,"2,245,998"
"Chlamydia","2000","Kentucky","21","All age groups","All races/ethnicities","Male","1,513",76.5,"1,978,960"
"Chlamydia","2001","Kentucky","21","All age groups","All races/ethnicities","Female","7,081",340.7,"2,078,064"
"Chlamydia","2001","Kentucky","21","All age groups","All races/ethnicities","Male","1,779",89.4,"1,990,711"
"Chlamydia","2009","Kentucky","21","All age groups","All races/ethnicities","Male","3,647",172.3,"2,116,635"
"Chlamydia","2011","Kentucky","21","All age groups","All races/ethnicities","Female","11,990",540.2,"2,219,459"
"Chlamydia","2008","Kansas","20","All age groups","All races/ethnicities","Female","7,401",526.1,"1,406,641"
"Chlamydia","2000","Kansas","20","All age groups","All races/ethnicities","Female","4,973",365.1,"1,362,081"
"Chlamydia","2000","Kansas","20","All age groups","All races/ethnicities","Male","1,083",81.4,"1,330,826"
"Chlamydia","2001","Kansas","20","All age groups","All races/ethnicities","Male","1,073",80.3,"1,336,052"
"Chlamydia","2004","Kansas","20","All age groups","All races/ethnicities","Male","1,298",96.1,"1,350,556"
"Chlamydia","2004","Kansas","20","All age groups","All races/ethnicities","Female","6,195",449.3,"1,378,822"
"Chlamydia","2006","Kansas","20","All age groups","All races/ethnicities","Female","6,286",452.9,"1,387,989"
"Chlamydia","2006","Kansas","20","All age groups","All races/ethnicities","Male","1,543",113,"1,366,029"
"Chlamydia","2011","Kansas","20","All age groups","All races/ethnicities","Female","8,158",564.7,"1,444,600"
"Chlamydia","2015","Kansas","20","All age groups","All races/ethnicities","Female","8,325",571,"1,458,008"
"Chlamydia","2015","Kansas","20","All age groups","All races/ethnicities","Male","3,139",215.9,"1,453,633"
"Chlamydia","2001","Kansas","20","All age groups","All races/ethnicities","Female","4,977",364.6,"1,365,115"
"Chlamydia","2010","Kansas","20","All age groups","All races/ethnicities","Male","2,152",151.6,"1,419,389"
"Chlamydia","2010","Kansas","20","All age groups","All races/ethnicities","Female","7,449",517.5,"1,439,435"
"Chlamydia","2013","Kansas","20","All age groups","All races/ethnicities","Female","8,323",573.1,"1,452,320"
"Chlamydia","2014","Kansas","20","All age groups","All races/ethnicities","Male","2,840",196.3,"1,446,969"
"Chlamydia","2014","Kansas","20","All age groups","All races/ethnicities","Female","8,276",568.6,"1,455,538"
"Chlamydia","2007","Kansas","20","All age groups","All races/ethnicities","Female","6,629",473.9,"1,398,671"
"Chlamydia","2013","Kansas","20","All age groups","All races/ethnicities","Male","2,689",186.4,"1,442,310"
"Chlamydia","2002","Kansas","20","All age groups","All races/ethnicities","Male","1,131",84.3,"1,341,290"
"Chlamydia","2005","Kansas","20","All age groups","All races/ethnicities","Female","6,054",437.4,"1,383,977"
"Chlamydia","2002","Kansas","20","All age groups","All races/ethnicities","Female","5,653",412.5,"1,370,451"
"Chlamydia","2005","Kansas","20","All age groups","All races/ethnicities","Male","1,365",100.7,"1,356,020"
"Chlamydia","2009","Kansas","20","All age groups","All races/ethnicities","Male","2,301",164.4,"1,399,607"
"Chlamydia","2009","Kansas","20","All age groups","All races/ethnicities","Female","8,209",579,"1,417,823"
"Chlamydia","2011","Kansas","20","All age groups","All races/ethnicities","Male","2,440",171.2,"1,425,317"
"Chlamydia","2016","Kansas","20","All age groups","All races/ethnicities","Male","3,472",238.8,"1,453,633"
"Chlamydia","2016","Kansas","20","All age groups","All races/ethnicities","Female","8,688",595.9,"1,458,008"
"Chlamydia","2003","Kansas","20","All age groups","All races/ethnicities","Male","1,260",93.7,"1,344,997"
"Chlamydia","2012","Kansas","20","All age groups","All races/ethnicities","Male","2,695",187.7,"1,435,859"
"Chlamydia","2003","Kansas","20","All age groups","All races/ethnicities","Female","5,989",435.4,"1,375,364"
"Chlamydia","2007","Kansas","20","All age groups","All races/ethnicities","Male","1,551",112.8,"1,375,069"
"Chlamydia","2008","Kansas","20","All age groups","All races/ethnicities","Male","1,807",130.1,"1,388,616"
"Chlamydia","2012","Kansas","20","All age groups","All races/ethnicities","Female","8,440",581.9,"1,450,422"
"Chlamydia","2002","Iowa","19","All age groups","All races/ethnicities","Male","1,505",104.5,"1,440,177"
"Chlamydia","2006","Iowa","19","All age groups","All races/ethnicities","Female","6,157",409.6,"1,503,197"
"Chlamydia","2012","Iowa","19","All age groups","All races/ethnicities","Female","8,194",528.4,"1,550,648"
"Chlamydia","2012","Iowa","19","All age groups","All races/ethnicities","Male","3,183",208.6,"1,525,988"
"Chlamydia","2004","Iowa","19","All age groups","All races/ethnicities","Female","5,208",348.6,"1,493,798"
"Chlamydia","2007","Iowa","19","All age groups","All races/ethnicities","Male","2,333",158.6,"1,470,660"
"Chlamydia","2011","Iowa","19","All age groups","All races/ethnicities","Female","7,647",495.1,"1,544,659"
"Chlamydia","2015","Iowa","19","All age groups","All races/ethnicities","Male","3,712",239.2,"1,552,026"
"Chlamydia","2014","Iowa","19","All age groups","All races/ethnicities","Female","8,385",535.6,"1,565,486"
"Chlamydia","2001","Iowa","19","All age groups","All races/ethnicities","Male","1,401",97.4,"1,438,209"
"Chlamydia","2009","Iowa","19","All age groups","All races/ethnicities","Female","6,785",446,"1,521,442"
"Chlamydia","2011","Iowa","19","All age groups","All races/ethnicities","Male","3,058",201.1,"1,520,730"
"Chlamydia","2014","Iowa","19","All age groups","All races/ethnicities","Male","3,419",221.4,"1,543,995"
"Chlamydia","2001","Iowa","19","All age groups","All races/ethnicities","Female","4,295",288.1,"1,491,031"
"Chlamydia","2004","Iowa","19","All age groups","All races/ethnicities","Male","1,743",120.3,"1,448,513"
"Chlamydia","2003","Iowa","19","All age groups","All races/ethnicities","Female","4,915",329.7,"1,490,667"
"Chlamydia","2003","Iowa","19","All age groups","All races/ethnicities","Male","1,561",108.1,"1,443,918"
"Chlamydia","2006","Iowa","19","All age groups","All races/ethnicities","Male","2,233",152.7,"1,462,006"
"Chlamydia","2007","Iowa","19","All age groups","All races/ethnicities","Female","6,310",418.1,"1,509,207"
"Chlamydia","2010","Iowa","19","All age groups","All races/ethnicities","Male","2,930",193.9,"1,511,061"
"Chlamydia","2015","Iowa","19","All age groups","All races/ethnicities","Female","8,372",532.6,"1,571,873"
"Chlamydia","2005","Iowa","19","All age groups","All races/ethnicities","Male","1,990",136.9,"1,453,884"
"Chlamydia","2005","Iowa","19","All age groups","All races/ethnicities","Female","5,400",360.8,"1,496,633"
"Chlamydia","2008","Iowa","19","All age groups","All races/ethnicities","Male","2,490",168.3,"1,479,233"
"Chlamydia","2013","Iowa","19","All age groups","All races/ethnicities","Female","7,895",506.8,"1,557,669"
"Chlamydia","2000","Iowa","19","All age groups","All races/ethnicities","Male","1,505",104.7,"1,436,786"
"Chlamydia","2002","Iowa","19","All age groups","All races/ethnicities","Female","4,680",314.3,"1,489,202"
"Chlamydia","2008","Iowa","19","All age groups","All races/ethnicities","Female","6,882",454.1,"1,515,425"
"Chlamydia","2009","Iowa","19","All age groups","All races/ethnicities","Male","2,621",176.3,"1,486,889"
"Chlamydia","2013","Iowa","19","All age groups","All races/ethnicities","Male","3,058",199.3,"1,534,555"
"Chlamydia","2016","Iowa","19","All age groups","All races/ethnicities","Male","4,111",264.9,"1,552,026"
"Chlamydia","2005","Indiana","18","All age groups","All races/ethnicities","Female","15,263",480.7,"3,175,216"
"Chlamydia","2003","Indiana","18","All age groups","All races/ethnicities","Female","13,118",417.2,"3,144,610"
"Chlamydia","2009","Indiana","18","All age groups","All races/ethnicities","Female","16,150",496.4,"3,253,415"
"Chlamydia","2009","Indiana","18","All age groups","All races/ethnicities","Male","5,502",173.9,"3,163,861"
"Chlamydia","2015","Indiana","18","All age groups","All races/ethnicities","Male","8,492",260.3,"3,261,865"
"Chlamydia","2003","Indiana","18","All age groups","All races/ethnicities","Male","3,803",125.1,"3,039,942"
"Chlamydia","2010","Indiana","18","All age groups","All races/ethnicities","Male","6,451",202,"3,193,148"
"Chlamydia","2010","Iowa","19","All age groups","All races/ethnicities","Female","7,612",494.4,"1,539,633"
"Chlamydia","2013","Indiana","18","All age groups","All races/ethnicities","Male","7,708",238.2,"3,235,699"
"Chlamydia","2013","Indiana","18","All age groups","All races/ethnicities","Female","20,307",608.9,"3,334,819"
"Chlamydia","2016","Indiana","18","All age groups","All races/ethnicities","Male","9,174",281.3,"3,261,865"
"Chlamydia","2014","Indiana","18","All age groups","All races/ethnicities","Female","20,586",614.9,"3,347,855"
"Chlamydia","2016","Iowa","19","All age groups","All races/ethnicities","Female","8,872",564.4,"1,571,873"
"Chlamydia","2002","Indiana","18","All age groups","All races/ethnicities","Female","13,151",420.3,"3,128,720"
"Chlamydia","2002","Indiana","18","All age groups","All races/ethnicities","Male","3,845",127.3,"3,019,928"
"Chlamydia","2005","Indiana","18","All age groups","All races/ethnicities","Male","4,703",152.8,"3,077,926"
"Chlamydia","2007","Indiana","18","All age groups","All races/ethnicities","Female","15,576",484,"3,218,483"
"Chlamydia","2011","Indiana","18","All age groups","All races/ethnicities","Male","7,681",239.5,"3,206,923"
"Chlamydia","2012","Indiana","18","All age groups","All races/ethnicities","Female","21,633",651.7,"3,319,501"
"Chlamydia","2012","Indiana","18","All age groups","All races/ethnicities","Male","7,850",243.9,"3,218,782"
"Chlamydia","2014","Indiana","18","All age groups","All races/ethnicities","Male","7,921",243.7,"3,250,025"
"Chlamydia","2000","Indiana","18","All age groups","All races/ethnicities","Male","3,093",103.5,"2,988,560"
"Chlamydia","2004","Indiana","18","All age groups","All races/ethnicities","Male","4,080",133.5,"3,057,225"
"Chlamydia","2004","Indiana","18","All age groups","All races/ethnicities","Female","14,217",450.2,"3,157,619"
"Chlamydia","2008","Indiana","18","All age groups","All races/ethnicities","Male","5,572",177,"3,148,200"
"Chlamydia","2011","Indiana","18","All age groups","All races/ethnicities","Female","20,065",606.2,"3,309,922"
"Chlamydia","2006","Indiana","18","All age groups","All races/ethnicities","Female","14,907",466.2,"3,197,756"
"Chlamydia","2015","Indiana","18","All age groups","All races/ethnicities","Female","20,385",607.1,"3,357,815"
"Chlamydia","2016","Indiana","18","All age groups","All races/ethnicities","Female","21,664",645.2,"3,357,815"
"Chlamydia","2006","Indiana","18","All age groups","All races/ethnicities","Male","4,849",156.3,"3,102,585"
"Chlamydia","2007","Indiana","18","All age groups","All races/ethnicities","Male","5,032",161,"3,126,288"
"Chlamydia","2000","Indiana","18","All age groups","All races/ethnicities","Female","10,935",352.4,"3,102,957"
"Chlamydia","2006","Illinois","17","All age groups","All races/ethnicities","Female","39,705",614.7,"6,459,124"
"Chlamydia","2008","Indiana","18","All age groups","All races/ethnicities","Female","16,513",509.9,"3,238,401"
"Chlamydia","2011","Illinois","17","All age groups","All races/ethnicities","Male","18,083",286.6,"6,309,286"
"Chlamydia","2001","Indiana","18","All age groups","All races/ethnicities","Female","11,668",374.2,"3,117,717"
"Chlamydia","2001","Indiana","18","All age groups","All races/ethnicities","Male","3,555",118.2,"3,006,373"
"Chlamydia","2010","Indiana","18","All age groups","All races/ethnicities","Female","16,344",495.7,"3,297,442"
"Chlamydia","2001","Illinois","17","All age groups","All races/ethnicities","Female","33,124",519.5,"6,376,064"
"Chlamydia","2005","Illinois","17","All age groups","All races/ethnicities","Female","37,672",584.8,"6,441,468"
"Chlamydia","2007","Illinois","17","All age groups","All races/ethnicities","Male","13,736",218.4,"6,288,108"
"Chlamydia","2010","Illinois","17","All age groups","All races/ethnicities","Female","44,598",681.6,"6,543,342"
"Chlamydia","2002","Illinois","17","All age groups","All races/ethnicities","Female","34,154",533.8,"6,398,102"
"Chlamydia","2002","Illinois","17","All age groups","All races/ethnicities","Male","13,942",226.4,"6,158,930"
"Chlamydia","2005","Illinois","17","All age groups","All races/ethnicities","Male","12,886",206.8,"6,231,367"
"Chlamydia","2007","Illinois","17","All age groups","All races/ethnicities","Female","41,733",643.3,"6,487,756"
"Chlamydia","2008","Illinois","17","All age groups","All races/ethnicities","Male","16,052",253.9,"6,321,600"
"Chlamydia","2008","Illinois","17","All age groups","All races/ethnicities","Female","43,112",661.8,"6,514,802"
"Chlamydia","2010","Illinois","17","All age groups","All races/ethnicities","Male","15,957",253.4,"6,297,907"
"Chlamydia","2015","Illinois","17","All age groups","All races/ethnicities","Male","21,966",347.9,"6,314,495"
"Chlamydia","2014","Illinois","17","All age groups","All races/ethnicities","Male","19,908",314.9,"6,322,528"
"Chlamydia","2003","Illinois","17","All age groups","All races/ethnicities","Male","12,009",194.3,"6,181,520"
"Chlamydia","2003","Illinois","17","All age groups","All races/ethnicities","Female","36,284",565.4,"6,417,726"
"Chlamydia","2012","Illinois","17","All age groups","All races/ethnicities","Female","48,575",740.6,"6,558,962"
"Chlamydia","2013","Illinois","17","All age groups","All races/ethnicities","Male","17,943",283.6,"6,326,212"
"Chlamydia","2013","Illinois","17","All age groups","All races/ethnicities","Female","45,764",697.3,"6,563,368"
"Chlamydia","2015","Illinois","17","All age groups","All races/ethnicities","Female","47,268",722.1,"6,545,500"
"Chlamydia","2014","Illinois","17","All age groups","All races/ethnicities","Female","46,516",709.1,"6,559,661"
"Chlamydia","2000","Illinois","17","All age groups","All races/ethnicities","Female","31,771",500.6,"6,346,277"
"Chlamydia","2011","Illinois","17","All age groups","All races/ethnicities","Female","46,728",713.1,"6,552,596"
"Chlamydia","2012","Illinois","17","All age groups","All races/ethnicities","Male","18,977",300.4,"6,316,205"
"Chlamydia","2000","Illinois","17","All age groups","All races/ethnicities","Male","8,578",140.8,"6,091,291"
"Chlamydia","2001","Illinois","17","All age groups","All races/ethnicities","Male","10,588",172.7,"6,130,572"
"Chlamydia","2009","Illinois","17","All age groups","All races/ethnicities","Female","44,560",681.2,"6,541,351"
"Chlamydia","2004","Illinois","17","All age groups","All races/ethnicities","Female","35,996",559.7,"6,431,080"
"Chlamydia","2004","Illinois","17","All age groups","All races/ethnicities","Male","11,187",180.1,"6,213,138"
"Chlamydia","2006","Illinois","17","All age groups","All races/ethnicities","Male","13,881",221.9,"6,255,464"
"Chlamydia","2009","Illinois","17","All age groups","All races/ethnicities","Male","15,964",251.3,"6,351,927"
"Chlamydia","2016","Illinois","17","All age groups","All races/ethnicities","Male","24,008",380.2,"6,314,495"
"Chlamydia","2016","Illinois","17","All age groups","All races/ethnicities","Female","48,128",735.3,"6,545,500"
"Chlamydia","2009","Idaho","16","All age groups","All races/ethnicities","Male","1,051",135.4,"776,467"
"Chlamydia","2009","Idaho","16","All age groups","All races/ethnicities","Female","2,768",360.4,"767,998"
"Chlamydia","2010","Idaho","16","All age groups","All races/ethnicities","Female","3,014",384.4,"784,167"
"Chlamydia","2016","Idaho","16","All age groups","All races/ethnicities","Male","1,869",225.5,"828,747"
"Chlamydia","2016","Idaho","16","All age groups","All races/ethnicities","Female","4,022",486.8,"826,183"
"Chlamydia","2006","Idaho","16","All age groups","All races/ethnicities","Male","895",121.6,"735,728"
"Chlamydia","2006","Idaho","16","All age groups","All races/ethnicities","Female","2,435",334.5,"727,903"
"Chlamydia","2010","Idaho","16","All age groups","All races/ethnicities","Male","1,183",150.4,"786,819"
"Chlamydia","2014","Idaho","16","All age groups","All races/ethnicities","Male","1,547",189,"818,714"
"Chlamydia","2001","Idaho","16","All age groups","All races/ethnicities","Male","528",79.6,"663,006"
"Chlamydia","2001","Idaho","16","All age groups","All races/ethnicities","Female","1,469",223.3,"657,785"
"Chlamydia","2007","Idaho","16","All age groups","All races/ethnicities","Female","2,660",357.2,"744,728"
"Chlamydia","2011","Idaho","16","All age groups","All races/ethnicities","Female","3,345",423.2,"790,497"
"Chlamydia","2014","Idaho","16","All age groups","All races/ethnicities","Female","3,895",477.3,"816,092"
"Chlamydia","2003","Idaho","16","All age groups","All races/ethnicities","Male","604",88.2,"684,857"
"Chlamydia","2003","Idaho","16","All age groups","All races/ethnicities","Female","1,762",259.6,"678,815"
"Chlamydia","2007","Idaho","16","All age groups","All races/ethnicities","Male","1,030",136.7,"753,662"
"Chlamydia","2008","Idaho","16","All age groups","All races/ethnicities","Male","1,133",147.6,"767,705"
"Chlamydia","2012","Idaho","16","All age groups","All races/ethnicities","Male","1,344",168.3,"798,726"
"Chlamydia","2012","Idaho","16","All age groups","All races/ethnicities","Female","3,206",402.1,"797,371"
"Chlamydia","2002","Idaho","16","All age groups","All races/ethnicities","Female","1,862",278.6,"668,350"
"Chlamydia","2002","Idaho","16","All age groups","All races/ethnicities","Male","641",95.2,"673,354"
"Chlamydia","2004","Idaho","16","All age groups","All races/ethnicities","Female","2,157",312,"691,357"
"Chlamydia","2004","Idaho","16","All age groups","All races/ethnicities","Male","617",88.2,"699,770"
"Chlamydia","2005","Idaho","16","All age groups","All races/ethnicities","Male","616",86,"716,348"
"Chlamydia","2008","Idaho","16","All age groups","All races/ethnicities","Female","3,048",401.8,"758,590"
"Chlamydia","2011","Idaho","16","All age groups","All races/ethnicities","Male","1,347",169.7,"793,637"
"Chlamydia","2015","Idaho","16","All age groups","All races/ethnicities","Male","1,663",200.7,"828,747"
"Chlamydia","2015","Idaho","16","All age groups","All races/ethnicities","Female","3,963",479.7,"826,183"
"Chlamydia","2005","Idaho","16","All age groups","All races/ethnicities","Female","2,162",305,"708,878"
"Chlamydia","2013","Idaho","16","All age groups","All races/ethnicities","Male","1,528",189.3,"807,384"
"Chlamydia","2013","Idaho","16","All age groups","All races/ethnicities","Female","3,885",482.4,"805,401"
"Chlamydia","2000","Idaho","16","All age groups","All races/ethnicities","Male","462",70.9,"651,557"
"Chlamydia","2000","Idaho","16","All age groups","All races/ethnicities","Female","1,435",221.5,"647,998"
"Chlamydia","2005","Hawaii","15","All age groups","All races/ethnicities","Male","1,396",219.6,"635,713"
"Chlamydia","2005","Hawaii","15","All age groups","All races/ethnicities","Female","4,093",656.5,"623,434"
"Chlamydia","2012","Hawaii","15","All age groups","All races/ethnicities","Male","1,888",268.9,"702,066"
"Chlamydia","2012","Hawaii","15","All age groups","All races/ethnicities","Female","4,452",644.7,"690,575"
"Chlamydia","2009","Hawaii","15","All age groups","All races/ethnicities","Male","1,626",249.6,"651,519"
"Chlamydia","2009","Hawaii","15","All age groups","All races/ethnicities","Female","4,399",690.8,"636,766"
"Chlamydia","2016","Hawaii","15","All age groups","All races/ethnicities","Female","4,480",634.4,"706,231"
"Chlamydia","2016","Hawaii","15","All age groups","All races/ethnicities","Male","2,421",333.8,"725,372"
"Chlamydia","2006","Hawaii","15","All age groups","All races/ethnicities","Female","4,161",663.7,"626,939"
"Chlamydia","2006","Hawaii","15","All age groups","All races/ethnicities","Male","1,384",215.5,"642,289"
