"Date Printed: Wednesday, August 29, 2018 9:07:49 AM"
Title: Primary and Secondary Syphilis | Early Latent Syphilis | Congenital Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Congenital Syphilis","2012","South Carolina","45","All age groups","All races/ethnicities","Both sexes","7",12.2,"57,155"
"Congenital Syphilis","2016","South Carolina","45","All age groups","All races/ethnicities","Both sexes","9",15.6,"57,627"
"Congenital Syphilis","2010","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2013","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","South Carolina","45","All age groups","All races/ethnicities","Both sexes","32",57,"56,114"
"Congenital Syphilis","2006","South Carolina","45","All age groups","All races/ethnicities","Both sexes","2",3.2,"62,171"
"Congenital Syphilis","2005","South Carolina","45","All age groups","All races/ethnicities","Both sexes","4",6.9,"57,711"
"Congenital Syphilis","2016","South Dakota","46","All age groups","All races/ethnicities","Both sexes","2",16.3,"12,283"
"Congenital Syphilis","2009","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2003","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2001","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","South Carolina","45","All age groups","All races/ethnicities","Both sexes","2",3.2,"63,071"
"Congenital Syphilis","2006","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2004","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","Tennessee","47","All age groups","All races/ethnicities","Both sexes","11",13.8,"79,495"
"Congenital Syphilis","2016","Tennessee","47","All age groups","All races/ethnicities","Both sexes","8",9.8,"81,602"
"Congenital Syphilis","2014","South Dakota","46","All age groups","All races/ethnicities","Both sexes","3",24.4,"12,283"
"Congenital Syphilis","2015","South Dakota","46","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","Tennessee","47","All age groups","All races/ethnicities","Both sexes","2",2.5,"80,371"
"Congenital Syphilis","2008","Tennessee","47","All age groups","All races/ethnicities","Both sexes","11",12.9,"85,560"
"Congenital Syphilis","2009","Tennessee","47","All age groups","All races/ethnicities","Both sexes","13",15.8,"82,211"
"Congenital Syphilis","2013","Tennessee","47","All age groups","All races/ethnicities","Both sexes","2",2.5,"79,992"
"Congenital Syphilis","2011","Tennessee","47","All age groups","All races/ethnicities","Both sexes","8",10.1,"79,588"
"Congenital Syphilis","2000","Tennessee","47","All age groups","All races/ethnicities","Both sexes","25",31.4,"79,611"
"Congenital Syphilis","2007","Tennessee","47","All age groups","All races/ethnicities","Both sexes","4",4.6,"86,711"
"Congenital Syphilis","2002","Tennessee","47","All age groups","All races/ethnicities","Both sexes","10",12.9,"77,482"
"Congenital Syphilis","2004","Tennessee","47","All age groups","All races/ethnicities","Both sexes","9",11.3,"79,642"
"Congenital Syphilis","2006","Tennessee","47","All age groups","All races/ethnicities","Both sexes","6",7.1,"84,355"
"Congenital Syphilis","2003","Tennessee","47","All age groups","All races/ethnicities","Both sexes","7",8.9,"78,890"
"Congenital Syphilis","2005","Tennessee","47","All age groups","All races/ethnicities","Both sexes","4",4.9,"81,747"
"Congenital Syphilis","2000","Texas","48","All age groups","All races/ethnicities","Both sexes","72",19.8,"363,414"
"Congenital Syphilis","2014","Tennessee","47","All age groups","All races/ethnicities","Both sexes","2",2.5,"81,602"
"Congenital Syphilis","2014","Texas","48","All age groups","All races/ethnicities","Both sexes","74",18.5,"399,766"
"Congenital Syphilis","2015","Tennessee","47","All age groups","All races/ethnicities","Both sexes","5",6.1,"81,602"
"Congenital Syphilis","2001","Tennessee","47","All age groups","All races/ethnicities","Both sexes","14",17.9,"78,340"
"Congenital Syphilis","2013","Texas","48","All age groups","All races/ethnicities","Both sexes","74",19.1,"387,340"
"Congenital Syphilis","2010","Texas","48","All age groups","All races/ethnicities","Both sexes","105",27.2,"386,118"
"Congenital Syphilis","2016","Texas","48","All age groups","All races/ethnicities","Both sexes","71",17.8,"399,766"
"Congenital Syphilis","2002","Texas","48","All age groups","All races/ethnicities","Both sexes","72",19.3,"372,450"
"Congenital Syphilis","2011","Texas","48","All age groups","All races/ethnicities","Both sexes","99",26.2,"377,445"
"Congenital Syphilis","2009","Texas","48","All age groups","All races/ethnicities","Both sexes","128",31.8,"401,977"
"Congenital Syphilis","2001","Texas","48","All age groups","All races/ethnicities","Both sexes","75",20.5,"365,410"
"Congenital Syphilis","2012","Texas","48","All age groups","All races/ethnicities","Both sexes","78",20.4,"382,727"
"Congenital Syphilis","2006","Texas","48","All age groups","All races/ethnicities","Both sexes","79",19.8,"399,603"
"Congenital Syphilis","2005","Texas","48","All age groups","All races/ethnicities","Both sexes","67",17.4,"385,915"
"Congenital Syphilis","2007","Texas","48","All age groups","All races/ethnicities","Both sexes","99",24.3,"407,625"
"Congenital Syphilis","2008","Texas","48","All age groups","All races/ethnicities","Both sexes","127",31.3,"405,554"
"Congenital Syphilis","2015","Texas","48","All age groups","All races/ethnicities","Both sexes","52",13,"399,766"
"Congenital Syphilis","2003","Texas","48","All age groups","All races/ethnicities","Both sexes","77",20.4,"377,476"
"Congenital Syphilis","2000","Utah","49","All age groups","All races/ethnicities","Both sexes","1",2.1,"47,353"
"Congenital Syphilis","2001","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2014","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2016","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2009","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2004","Texas","48","All age groups","All races/ethnicities","Both sexes","65",17,"381,293"
"Congenital Syphilis","2005","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2013","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","Utah","49","All age groups","All races/ethnicities","Both sexes","1",1.9,"52,258"
"Congenital Syphilis","2015","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2006","Utah","49","All age groups","All races/ethnicities","Both sexes","2",3.7,"53,504"
"Congenital Syphilis","2004","Utah","49","All age groups","All races/ethnicities","Both sexes","1",2,"50,670"
"Congenital Syphilis","2003","Utah","49","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2009","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2001","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2014","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2016","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2013","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2006","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2004","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2003","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2015","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","Vermont","50","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2016","Virginia","51","All age groups","All races/ethnicities","Both sexes","5",4.8,"103,300"
"Congenital Syphilis","2013","Virginia","51","All age groups","All races/ethnicities","Both sexes","3",2.9,"102,147"
"Congenital Syphilis","2010","Virginia","51","All age groups","All races/ethnicities","Both sexes","1",1,"103,002"
"Congenital Syphilis","2004","Virginia","51","All age groups","All races/ethnicities","Both sexes","6",5.8,"103,933"
"Congenital Syphilis","2006","Virginia","51","All age groups","All races/ethnicities","Both sexes","3",2.8,"107,817"
"Congenital Syphilis","2014","Virginia","51","All age groups","All races/ethnicities","Both sexes","2",1.9,"103,300"
"Congenital Syphilis","2015","Virginia","51","All age groups","All races/ethnicities","Both sexes","3",2.9,"103,300"
"Congenital Syphilis","2011","Virginia","51","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","Virginia","51","All age groups","All races/ethnicities","Both sexes","1",1,"99,672"
"Congenital Syphilis","2009","Virginia","51","All age groups","All races/ethnicities","Both sexes","2",1.9,"105,059"
"Congenital Syphilis","2012","Virginia","51","All age groups","All races/ethnicities","Both sexes","1",1,"103,013"
"Congenital Syphilis","2003","Virginia","51","All age groups","All races/ethnicities","Both sexes","1",1,"101,254"
"Congenital Syphilis","2007","Virginia","51","All age groups","All races/ethnicities","Both sexes","1",0.9,"108,884"
"Congenital Syphilis","2000","Virginia","51","All age groups","All races/ethnicities","Both sexes","7",7.1,"98,938"
"Congenital Syphilis","2001","Virginia","51","All age groups","All races/ethnicities","Both sexes","3",3,"98,884"
"Congenital Syphilis","2008","Virginia","51","All age groups","All races/ethnicities","Both sexes","4",3.7,"106,686"
"Congenital Syphilis","2016","Washington","53","All age groups","All races/ethnicities","Both sexes","3",3.4,"88,585"
"Congenital Syphilis","2009","Washington","53","All age groups","All races/ethnicities","Both sexes","1",1.1,"89,313"
"Congenital Syphilis","2014","Washington","53","All age groups","All races/ethnicities","Both sexes","2",2.3,"88,585"
"Congenital Syphilis","2001","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2013","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2004","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2015","Washington","53","All age groups","All races/ethnicities","Both sexes","5",5.6,"88,585"
"Congenital Syphilis","2002","Washington","53","All age groups","All races/ethnicities","Both sexes","2",2.5,"79,028"
"Congenital Syphilis","2006","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","Washington","53","All age groups","All races/ethnicities","Both sexes","2",2.2,"88,978"
"Congenital Syphilis","2011","Washington","53","All age groups","All races/ethnicities","Both sexes","2",2.3,"86,976"
"Congenital Syphilis","2003","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","Washington","53","All age groups","All races/ethnicities","Both sexes","1",1.2,"86,539"
"Congenital Syphilis","2012","Washington","53","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2016","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2",9.9,"20,301"
"Congenital Syphilis","2009","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2014","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2015","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","West Virginia","54","All age groups","All races/ethnicities","Both sexes","1",4.7,"21,501"
"Congenital Syphilis","2002","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2003","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2001","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","Virginia","51","All age groups","All races/ethnicities","Both sexes","3",2.9,"104,555"
"Congenital Syphilis","2006","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","West Virginia","54","All age groups","All races/ethnicities","Both sexes","1",4.5,"21,994"
"Congenital Syphilis","2013","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","4",5.8,"69,326"
"Congenital Syphilis","2004","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2016","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.5,"67,161"
"Congenital Syphilis","2009","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","West Virginia","54","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2015","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","2",2.8,"70,984"
"Congenital Syphilis","2004","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.4,"70,146"
"Congenital Syphilis","2013","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.5,"68,560"
"Congenital Syphilis","2006","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.4,"72,261"
"Congenital Syphilis","2007","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.4,"72,784"
"Congenital Syphilis","2001","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","2",2.9,"69,072"
"Congenital Syphilis","2010","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.5,"68,487"
"Congenital Syphilis","2016","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","1",1.5,"67,810"
"Congenital Syphilis","2014","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2003","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2001","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2005","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2008","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2009","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2012","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2002","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2011","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2007","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2013","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2003","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2004","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2006","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2010","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2015","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2014","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Congenital Syphilis","2000","Wyoming","56","All age groups","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,173",231.8,"506,002"
"Chlamydia","2006","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,422",277.4,"512,664"
"Chlamydia","2000","Wyoming","56","All age groups","All races/ethnicities","Both sexes","807",163.4,"493,980"
"Chlamydia","2004","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,082",215.2,"502,742"
"Chlamydia","2014","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,972",337.5,"584,304"
"Chlamydia","2002","Wyoming","56","All age groups","All races/ethnicities","Both sexes","944",190,"496,930"
"Chlamydia","2007","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,197",228.8,"523,226"
"Chlamydia","2008","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,577",296.1,"532,626"
"Chlamydia","2010","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,113",374.3,"564,516"
"Chlamydia","2009","Wyoming","56","All age groups","All races/ethnicities","Both sexes","1,963",360.6,"544,391"
"Chlamydia","2015","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,037",347.5,"586,107"
"Chlamydia","2001","Wyoming","56","All age groups","All races/ethnicities","Both sexes","839",170.2,"492,976"
"Chlamydia","2003","Wyoming","56","All age groups","All races/ethnicities","Both sexes","960",192.4,"498,865"
"Chlamydia","2012","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,102",364.2,"577,080"
"Chlamydia","2011","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,092",368.5,"567,768"
"Chlamydia","2016","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,060",351.5,"586,107"
"Chlamydia","2013","Wyoming","56","All age groups","All races/ethnicities","Both sexes","2,005",343.8,"583,131"
"Chlamydia","2014","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","23,154",402,"5,759,432"
"Chlamydia","2000","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","16,365",304.5,"5,373,849"
"Chlamydia","2005","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","20,461",369.2,"5,542,096"
"Chlamydia","2006","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","20,190",362.4,"5,571,510"
"Chlamydia","2008","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","20,996",373.1,"5,627,257"
"Chlamydia","2013","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","23,572",410.4,"5,743,653"
"Chlamydia","2004","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","19,217",348.6,"5,512,205"
"Chlamydia","2002","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","17,000",312.1,"5,446,571"
"Chlamydia","2003","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","17,942",327.4,"5,479,542"
"Chlamydia","2007","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","19,555",349.1,"5,601,508"
"Chlamydia","2012","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","23,726",414.3,"5,726,422"
"Chlamydia","2001","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","16,291",301.2,"5,408,099"
"Chlamydia","2009","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","20,906",370,"5,650,751"
"Chlamydia","2015","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","24,381",422.4,"5,771,337"
"Chlamydia","2011","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","24,619",431.2,"5,709,720"
"Chlamydia","2016","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","26,894",466,"5,771,337"
"Chlamydia","2000","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,143",118.6,"1,806,694"
"Chlamydia","2006","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,910",160.9,"1,808,136"
"Chlamydia","2011","West Virginia","54","All age groups","All races/ethnicities","Both sexes","4,295",231.5,"1,854,948"
"Chlamydia","2008","West Virginia","54","All age groups","All races/ethnicities","Both sexes","3,316",182.6,"1,816,352"
"Chlamydia","2010","Wisconsin","55","All age groups","All races/ethnicities","Both sexes","23,236",408.4,"5,690,204"
"Chlamydia","2012","West Virginia","54","All age groups","All races/ethnicities","Both sexes","4,790",258,"1,856,283"
"Chlamydia","2002","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,464",136.9,"1,799,219"
"Chlamydia","2005","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,944",163.2,"1,804,128"
"Chlamydia","2007","West Virginia","54","All age groups","All races/ethnicities","Both sexes","3,168",174.8,"1,812,295"
"Chlamydia","2010","West Virginia","54","All age groups","All races/ethnicities","Both sexes","3,876",209,"1,854,225"
"Chlamydia","2013","West Virginia","54","All age groups","All races/ethnicities","Both sexes","5,139",277.3,"1,852,985"
"Chlamydia","2014","West Virginia","54","All age groups","All races/ethnicities","Both sexes","4,719",255.3,"1,848,751"
"Chlamydia","2009","West Virginia","54","All age groups","All races/ethnicities","Both sexes","3,604",197.9,"1,821,290"
"Chlamydia","2001","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,361",131.3,"1,798,190"
"Chlamydia","2015","West Virginia","54","All age groups","All races/ethnicities","Both sexes","4,958",268.9,"1,844,128"
"Chlamydia","2016","West Virginia","54","All age groups","All races/ethnicities","Both sexes","4,821",261.4,"1,844,128"
"Chlamydia","2003","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,585",143.4,"1,802,916"
"Chlamydia","2004","West Virginia","54","All age groups","All races/ethnicities","Both sexes","2,758",152.9,"1,803,462"
"Chlamydia","2015","Washington","53","All age groups","All races/ethnicities","Both sexes","28,699",400.2,"7,170,351"
"Chlamydia","2001","Washington","53","All age groups","All races/ethnicities","Both sexes","13,631",227.6,"5,988,346"
"Chlamydia","2003","Washington","53","All age groups","All races/ethnicities","Both sexes","16,797",275,"6,108,738"
"Chlamydia","2008","Washington","53","All age groups","All races/ethnicities","Both sexes","21,402",325.9,"6,566,085"
"Chlamydia","2009","Washington","53","All age groups","All races/ethnicities","Both sexes","21,387",320.6,"6,671,597"
"Chlamydia","2004","Washington","53","All age groups","All races/ethnicities","Both sexes","17,635",285.3,"6,181,646"
"Chlamydia","2006","Washington","53","All age groups","All races/ethnicities","Both sexes","17,819",279.7,"6,371,097"
"Chlamydia","2012","Washington","53","All age groups","All races/ethnicities","Both sexes","24,596",356.6,"6,897,292"
"Chlamydia","2014","Washington","53","All age groups","All races/ethnicities","Both sexes","26,577",376.3,"7,063,166"
"Chlamydia","2011","Washington","53","All age groups","All races/ethnicities","Both sexes","23,280",341.2,"6,823,229"
"Chlamydia","2000","Washington","53","All age groups","All races/ethnicities","Both sexes","13,066",221,"5,911,439"
"Chlamydia","2002","Washington","53","All age groups","All races/ethnicities","Both sexes","14,934",246.6,"6,056,348"
"Chlamydia","2005","Washington","53","All age groups","All races/ethnicities","Both sexes","18,616",297.4,"6,258,988"
"Chlamydia","2007","Washington","53","All age groups","All races/ethnicities","Both sexes","18,784",290.6,"6,464,167"
"Chlamydia","2010","Washington","53","All age groups","All races/ethnicities","Both sexes","21,348",316.6,"6,743,060"
"Chlamydia","2013","Washington","53","All age groups","All races/ethnicities","Both sexes","24,950",357.8,"6,973,281"
"Chlamydia","2016","Washington","53","All age groups","All races/ethnicities","Both sexes","31,254",435.9,"7,170,351"
"Chlamydia","2008","Virginia","51","All age groups","All races/ethnicities","Both sexes","31,218",401.2,"7,780,691"
"Chlamydia","2005","Virginia","51","All age groups","All races/ethnicities","Both sexes","22,668",300.3,"7,547,753"
"Chlamydia","2007","Virginia","51","All age groups","All races/ethnicities","Both sexes","24,579",319,"7,705,466"
"Chlamydia","2010","Virginia","51","All age groups","All races/ethnicities","Both sexes","30,797",383.7,"8,025,787"
